Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Guarantor_Income
LP001554,Female,No,0,Graduate,No,4981.0,1886,279.0,,1.0,Urban,Y,
LP001555,Male,Yes,2,Graduate,No,4095.0,0,150.0,360.0,1.0,Rural,Y,
LP001556,Male,No,0,Not Graduate,No,3217.0,1178,181.0,360.0,1.0,Rural,N,
LP001557,Male,Yes,0,Graduate,No,1801.0,0,106.0,120.0,1.0,Semiurban,Y,2333.0
LP001558,Male,No,1,Not Graduate,No,4929.0,0,156.0,360.0,1.0,Urban,Y,
LP001559,Male,Yes,2,Graduate,No,4600.0,1528,238.0,360.0,1.0,Urban,Y,
LP001560,Male,Yes,0,Graduate,No,5437.0,0,241.0,360.0,1.0,Semiurban,Y,
LP001561,Male,Yes,0,Graduate,No,2317.0,2029,137.0,360.0,,Semiurban,Y,
LP001562,Male,Yes,0,Graduate,No,5655.0,0,196.0,360.0,1.0,Urban,N,
LP001563,Female,No,0,Graduate,Yes,10663.0,1981,480.0,36.0,,Rural,Y,
LP001564,Male,Yes,1,Graduate,No,4382.0,0,145.0,360.0,0.0,Semiurban,N,
LP001565,Male,Yes,1,Graduate,No,4114.0,1514,198.0,,,Semiurban,Y,
LP001566,Male,Yes,1,Not Graduate,,4861.0,901,216.0,360.0,1.0,Urban,Y,3835.0
LP001567,Male,Yes,0,Graduate,No,10557.0,0,440.0,360.0,1.0,Rural,Y,
LP001568,Male,No,1,Graduate,No,2669.0,0,91.0,60.0,1.0,Semiurban,Y,
LP001569,Male,Yes,,Graduate,No,4635.0,0,168.0,360.0,1.0,Urban,Y,
LP001570,Male,No,1,Graduate,Yes,2952.0,1921,169.0,360.0,1.0,Semiurban,Y,
LP001571,Male,Yes,0,Not Graduate,No,3307.0,2080,209.0,360.0,,Semiurban,Y,6693.0
LP001572,Female,No,0,Graduate,No,4137.0,1584,262.0,360.0,1.0,Rural,Y,
LP001573,Male,Yes,0,Graduate,No,7757.0,1977,322.0,360.0,1.0,Urban,Y,2518.0
LP001574,Male,Yes,0,Graduate,Yes,9513.0,1951,437.0,360.0,1.0,Rural,Y,3326.0
LP001575,Female,No,0,Graduate,No,5175.0,2219,235.0,180.0,1.0,Semiurban,Y,2472.0
LP001576,Male,No,0,,No,3571.0,486,180.0,360.0,1.0,Urban,Y,
LP001577,Female,No,,Not Graduate,Yes,12987.0,6177,480.0,360.0,1.0,Urban,Y,2891.0
LP001578,Male,Yes,0,Graduate,No,3490.0,1829,168.0,360.0,1.0,Urban,Y,
LP001579,Female,Yes,2,Graduate,Yes,3271.0,2831,187.0,360.0,0.0,Urban,N,2861.0
LP001580,Male,No,0,Graduate,No,1903.0,0,74.0,360.0,,Semiurban,Y,
LP001581,Male,Yes,2,Graduate,No,7929.0,0,325.0,360.0,1.0,Semiurban,Y,2769.0
LP001582,Male,No,0,Not Graduate,No,6540.0,0,274.0,360.0,0.0,Urban,N,1944.0
LP001583,Male,Yes,0,Graduate,No,12557.0,4826,480.0,240.0,1.0,Rural,Y,
LP001584,Male,Yes,1,Graduate,No,2264.0,0,57.0,360.0,1.0,Urban,Y,
LP001585,Female,No,3+,Graduate,No,8153.0,3149,,360.0,1.0,Semiurban,Y,
LP001586,Male,No,0,Graduate,No,4366.0,1353,,360.0,1.0,Rural,Y,4668.0
LP001587,Male,Yes,0,Not Graduate,No,6080.0,1523,310.0,360.0,1.0,Rural,Y,2326.0
LP001588,Male,Yes,1,Graduate,No,2015.0,1724,106.0,360.0,1.0,Semiurban,Y,4732.0
LP001589,Male,,1,Graduate,No,8190.0,0,288.0,180.0,1.0,Semiurban,Y,
LP001590,Male,Yes,0,Graduate,No,6027.0,643,256.0,360.0,1.0,Urban,Y,5262.0
LP001591,Female,Yes,0,Graduate,No,4157.0,0,199.0,360.0,1.0,Urban,Y,5972.0
LP001592,Male,Yes,0,Graduate,Yes,5655.0,621,246.0,36.0,1.0,Semiurban,Y,
LP001593,Male,No,3+,Graduate,No,2997.0,1041,141.0,360.0,1.0,Urban,Y,2732.0
LP001594,Male,No,0,Graduate,No,3259.0,1228,139.0,360.0,0.0,Urban,N,
LP001595,Male,Yes,0,Graduate,No,3434.0,758,,,1.0,Urban,Y,
LP001596,Male,Yes,3+,Graduate,No,1838.0,0,48.0,360.0,,Rural,N,
LP001597,Male,Yes,0,Graduate,No,6234.0,597,246.0,360.0,1.0,Rural,Y,
LP001598,Male,Yes,0,Graduate,No,7232.0,1085,331.0,360.0,1.0,Rural,Y,2479.0
LP001599,Female,Yes,0,Graduate,No,3085.0,4106,180.0,360.0,1.0,Semiurban,Y,1248.0
LP001600,Male,Yes,0,Not Graduate,Yes,4948.0,0,230.0,360.0,1.0,Urban,Y,
LP001601,Male,No,0,Graduate,No,3754.0,0,166.0,360.0,1.0,Urban,Y,2951.0
LP001602,Male,Yes,0,Graduate,No,4904.0,1095,246.0,240.0,0.0,Semiurban,Y,4648.0
LP001603,Female,Yes,2,Graduate,Yes,3189.0,0,142.0,360.0,1.0,Semiurban,Y,
LP001604,,Yes,1,Graduate,Yes,2843.0,1009,135.0,180.0,1.0,Urban,Y,
LP001605,Female,No,0,Graduate,,6792.0,1947,294.0,360.0,1.0,Semiurban,Y,
LP001606,Male,Yes,0,Graduate,No,4110.0,3364,245.0,360.0,1.0,Semiurban,Y,
LP001607,Female,Yes,0,Not Graduate,No,10509.0,0,396.0,360.0,1.0,Urban,Y,
LP001608,Male,No,3+,Graduate,No,4319.0,2917,258.0,360.0,0.0,Urban,N,
LP001609,Male,Yes,0,Graduate,No,2789.0,0,132.0,360.0,1.0,Semiurban,Y,4036.0
LP001610,Male,Yes,1,Graduate,No,7348.0,2028,382.0,360.0,1.0,Semiurban,Y,
LP001611,Male,No,0,Graduate,No,5619.0,1648,275.0,,1.0,Rural,Y,2933.0
LP001612,Male,Yes,1,Graduate,No,5867.0,0,,360.0,1.0,Semiurban,Y,1410.0
LP001613,Female,Yes,0,Not Graduate,No,7228.0,0,282.0,360.0,0.0,Semiurban,N,1938.0
LP001614,Female,Yes,2,Graduate,No,3153.0,0,114.0,360.0,0.0,Rural,N,
LP001615,Male,Yes,,Graduate,No,3995.0,1736,215.0,360.0,1.0,Urban,Y,
LP001616,Male,No,2,Graduate,No,3916.0,4134,250.0,360.0,0.0,Semiurban,N,5725.0
LP001617,Male,Yes,0,Graduate,No,2366.0,0,101.0,360.0,1.0,Semiurban,Y,
LP001618,Male,Yes,2,Not Graduate,Yes,3757.0,0,124.0,360.0,1.0,Semiurban,Y,
