EmployeeID,Age,Gender,Department,Education,PriorCompanies,YearsAtCompany,MonthlyIncome,DistanceFromHome,OverTime,PerformanceRating,Attrition
E0671,41.0,male,Engineering,Bachelors,0,0.6,3502.0,5.8,No,High,No
E0049,40.0,Male,Engineering,Masters,2,2.0,4171.0,,No,High,Yes
E0510,39.0,Female,Finance,Bachelors,1,6.4,6684.0,20.8,Yes,High,Yes
E0019,42.0,Male,Marketing,Bachelors,2,7.6,6331.0,0.2,No,Medium,No
E0044,37.0,Male,Finance,Bachelors,0,2.4,5227.0,3.0,No,Low,Yes
E0274,52.0,FEMALE,Sales,High School,2,2.7,5386.0,0.0,No,High,No
E0444,46.0,Female,Sales,Bachelors,0,5.0,6437.0,1.0,No,,No
E0091,40.0,male,Sales,High School,2,1.9,2654.0,20.6,Yes,Medium,Yes
E0276,38.0,Male,Marketing,PhD,0,0.4,4314.0,10.5,no,High,No
E0115,36.0,Male,Finance,Bachelors,0,4.7,3531.0,4.3,no,Medium,No
E0329,26.0,Female,Engineering,Bachelors,2,1.7,2967.0,15.6,Yes,Excellent,Yes
E0581,20.0,Male,Engineering,High School,0,0.1,9017.0,24.8,No,Low,No
E0466,31.0,Female,Sales,Bachelors,2,4.0,4441.0,12.9,No,High,No
E0132,24.0,Male,Sales,Masters,0,6.1,5906.0,9.9,No,Medium,No
E0002,27.0,Male,HR,High School,1,5.3,5886.0,25.7,No,,No
E0228,50.0,Female,Engineering,Bachelors,2,3.3,3165.0,2.6,No,Medium,No
E0134,33.0,Female,Finance,Masters,0,1.4,4908.0,21.9,No,Medium,No
E0249,58.0,Female,Sales,Bachelors,3+,6.7,,7.7,No,Excellent,No
E0284,39.0,Female,Engineering,Masters,1,4.3,5638.0,12.8,YES,Medium,No
E0497,20.0,female,Engineering,Masters,1,7.4,2573.0,7.8,Yes,Excellent,Yes
E0336,25.0,Male,Engineering,Bachelors,0,7.0,4895.0,1.5,Yes,Medium,No
E0440,38.0,male,Engineering,Bachelors,0,0.5,2957.0,56.4,No,Medium,No
E0264,31.0,Male,Engineering,Bachelors,0,1.8,5842.0,2.2,Yes,Low,Yes
E0143,20.0,Male ,Finance,,2,3.1,4419.0,10.8,No,Medium,Yes
E0246,25.0,Female,Marketing,Bachelors,0,6.8,12182.0,8.6,Yes,High,Yes
E0028,38.0,Female,Engineering,High School,2,6.3,5394.0,18.3,Yes,High,Yes
E0442,38.0,Male,Marketing,Bachelors,1,0.2,7711.0,1.7,No,High,No
E0139,51.0,Female,Marketing,Bachelors,0,3.5,5049.0,4.2,No,Excellent,No
E0364,27.0,Male,Sales,Bachelors,1,5.8,6610.0,0.9,No,Medium,Yes
E0090,39.0,Male,Engineering,High School,2,0.5,3011.0,127.2,No,Medium,No
E0024,34.0,Female,Engineering,Masters,0,1.2,10737.0,6.5,No,Medium,No
E0609,22.0,Female,Finance,High School,1,1.9,4873.0,41.4,No,Medium,No
E0080,33.0,Female ,Sales,Bachelors,2,0.6,2214.0,0.6,No,Medium,No
E0126,38.0,female,Marketing,,0,0.1,38775.0,1.8,No,Low,No
E0243,21.0,MALE,Sales,Masters,3+,3.3,3563.0,38.7,Yes,High,Yes
E0371,35.0,Male,Marketing,Bachelors,0,0.3,2891.0,14.4,Yes,Medium,Yes
E0327,22.0,Female ,Engineering,Masters,0,11.8,2745.0,0.0,No,Medium,No
E0580,38.0,Male,Sales,Bachelors,1,8.0,4588.0,8.6,No,High,No
E0658,36.0,Female,Marketing,Masters,0,2.6,4074.0,1.3,No,Medium,No
E0505,,Male,Sales,Masters,1,5.3,4902.0,5.8,No,Medium,No
E0409,20.0,MALE,Finance,Bachelors,1,15.6,4181.0,,Yes,Medium,No
E0058,47.0,Male ,Sales,Masters,0,2.7,6256.0,2.8,No,Medium,No
E0082,30.0,Female,Finance,High School,3+,10.2,5477.0,,No,High,No
E0469,44.0,Male,Engineering,High School,0,3.1,2602.0,5.8,No,Low,Yes
E0232,30.0,Male,Sales,Bachelors,2,5.9,8485.0,14.3,No,High,No
E0502,42.0,Male,Engineering,Bachelors,2,1.2,5171.0,14.0,Yes,Low,Yes
E0038,28.0,Male,Finance,Bachelors,0,2.8,3198.0,5.3,No,High,Yes
E0141,38.0,Male,Finance,Masters,2,15.1,5017.0,10.6,yes,Excellent,Yes
E0547,37.0,Female,Finance,Masters,3+,2.3,9164.0,4.2,NO,Medium,No
E0638,26.0,Female,HR,Bachelors,3+,3.3,9994.0,13.7,Yes,Medium,No
E0237,20.0,Female,Engineering,Masters,1,1.3,5053.0,0.7,No,High,No
E0417,44.0,Male,Sales,PhD,2,2.6,8795.0,10.0,No,High,Yes
E0689,31.0,Male,Engineering,High School,1,7.8,7387.0,0.5,NO,Medium,No
E0605,30.0,female,Sales,Masters,3+,7.7,2902.0,1.7,no,Medium,Yes
E0622,35.0,FEMALE,Sales,Bachelors,2,3.7,7037.0,2.6,No,Medium,No
E0584,26.0,Male,Marketing,Bachelors,0,1.0,2882.0,15.5,no,Excellent,No
E0674,24.0,FEMALE,Engineering,Bachelors,0,12.7,2125.0,0.3,No,,Yes
E0333,29.0,male,Engineering,Bachelors,1,2.9,3679.0,3.1,,Medium,Yes
E0270,35.0,Female,Engineering,Bachelors,1,0.3,3939.0,5.9,No,High,No
E0338,37.0,Female,HR,Bachelors,0,2.9,4855.0,2.3,No,Excellent,Yes
E0092,34.0,Female,Sales,Masters,0,2.0,4880.0,8.5,No,High,No
E0081,39.0,male,Marketing,Bachelors,3+,7.0,11111.0,7.5,No,Medium,No
E0139,51.0,Female,Marketing,Bachelors,0,3.5,5049.0,4.2,No,Excellent,No
